FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
15062-2210271209--31825-0-13411-2210271410,126.59,0,10/27/2022 12:09:00 PM,10/27/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210271558--31722-0-13411-2210271802,334.6,0,10/27/2022 3:58:00 PM,10/27/2022 6:02:00 PM,244,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210270545--31825-0-13411-2210270743,126.59,0,10/27/2022 5:45:00 AM,10/27/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210271248--31722-0-13411-2210271450,334.6,0,10/27/2022 12:48:00 PM,10/27/2022 2:50:00 PM,242,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210270735--31722-0-13411-2210270938,268.6,0,10/27/2022 7:35:00 AM,10/27/2022 9:38:00 AM,243,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210270850--31722-0-13411-2210271048,334.6,0,10/27/2022 8:50:00 AM,10/27/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210271615--31825-0-13411-2210271817,126.59,0,10/27/2022 4:15:00 PM,10/27/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210271955--31722-0-13411-2210272205,334.6,0,10/27/2022 7:55:00 PM,10/27/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210280735--31722-0-13411-2210280938,342.6,0,10/28/2022 7:35:00 AM,10/28/2022 9:38:00 AM,243,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210282145--31825-0-13411-2210282350,86.59,0,10/28/2022 9:45:00 PM,10/28/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210281548--31722-0-13411-2210281752,342.6,0,10/28/2022 3:48:00 PM,10/28/2022 5:52:00 PM,244,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210280720--32289-0-13411-2210280929,158.98,0,10/28/2022 7:20:00 AM,10/28/2022 9:29:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210281955--31722-0-13411-2210282205,268.6,0,10/28/2022 7:55:00 PM,10/28/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210281209--31825-0-13411-2210281410,156.59,0,10/28/2022 12:09:00 PM,10/28/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210281615--31825-0-13411-2210281817,126.59,0,10/28/2022 4:15:00 PM,10/28/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210280850--31722-0-13411-2210281048,342.6,0,10/28/2022 8:50:00 AM,10/28/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210280545--31825-0-13411-2210280743,156.59,0,10/28/2022 5:45:00 AM,10/28/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210280822--31825-1-13411-2210281348,177.58,1,10/28/2022 8:22:00 AM,10/28/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210290545--31825-0-13411-2210290743,57.47,0,10/29/2022 5:45:00 AM,10/29/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291615--31825-0-13411-2210291817,57.47,0,10/29/2022 4:15:00 PM,10/29/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291555--31829-0-13411-2210291750,156.89,0,10/29/2022 3:55:00 PM,10/29/2022 5:50:00 PM,235,,Southwest Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291209--31825-0-13411-2210291410,57.47,0,10/29/2022 12:09:00 PM,10/29/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291756--32695-1-13411-2210292159,114.83,1,10/29/2022 5:56:00 PM,10/29/2022 9:59:00 PM,363,,Air Canada,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210290740--32289-0-13411-2210290949,59.93,0,10/29/2022 7:40:00 AM,10/29/2022 9:49:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291955--31734-0-13411-2210292205,130.78,0,10/29/2022 7:55:00 PM,10/29/2022 10:05:00 PM,250,,Turkish Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210292145--31825-0-13411-2210292350,57.47,0,10/29/2022 9:45:00 PM,10/29/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291705--32257-0-13411-2210291902,167.27,0,10/29/2022 5:05:00 PM,10/29/2022 7:02:00 PM,237,,Gulf Air,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210291548--32544-0-13411-2210291752,172.18,0,10/29/2022 3:48:00 PM,10/29/2022 5:52:00 PM,244,,Austrian Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210302159--31825-1-13411-2210311202,111.58,1,10/30/2022 9:59:00 PM,10/31/2022 12:02:00 PM,963,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210300700--31825-1-13411-2210301715,176.18,1,10/30/2022 7:00:00 AM,10/30/2022 5:15:00 PM,735,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210300530--31825-1-13411-2210301352,117.58,1,10/30/2022 5:30:00 AM,10/30/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210301930--31825-1-13411-2210310734,137.58,1,10/30/2022 7:30:00 PM,10/31/2022 7:34:00 AM,844,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210302145--31825-0-13411-2210302350,66.59,0,10/30/2022 9:45:00 PM,10/30/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210301035--31825-1-13411-2210301827,137.58,1,10/30/2022 10:35:00 AM,10/30/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210301209--31825-0-13411-2210301410,66.59,0,10/30/2022 12:09:00 PM,10/30/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210300545--31825-0-13411-2210300743,66.59,0,10/30/2022 5:45:00 AM,10/30/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210300822--31825-1-13411-2210301348,117.58,1,10/30/2022 8:22:00 AM,10/30/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210301615--31825-0-13411-2210301817,66.59,0,10/30/2022 4:15:00 PM,10/30/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210310545--31825-0-13411-2210310743,54.57,0,10/31/2022 5:45:00 AM,10/31/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210311615--31825-0-13411-2210311817,54.57,0,10/31/2022 4:15:00 PM,10/31/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210312110--31722-0-13411-2210312320,171.96,0,10/31/2022 9:10:00 PM,10/31/2022 11:20:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210311835--31829-1-13411-2210312250,129.56,1,10/31/2022 6:35:00 PM,10/31/2022 10:50:00 PM,375,,Southwest Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210312110--31734-0-13411-2210312320,169.5,0,10/31/2022 9:10:00 PM,10/31/2022 11:20:00 PM,250,,Turkish Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210311850--31829-1-13411-2210312210,129.56,1,10/31/2022 6:50:00 PM,10/31/2022 10:10:00 PM,320,,Southwest Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210310730--32289-0-13411-2210310939,59.81,0,10/31/2022 7:30:00 AM,10/31/2022 9:39:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210310822--31825-1-13411-2210311348,89.16,1,10/31/2022 8:22:00 AM,10/31/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210311209--31825-0-13411-2210311410,54.57,0,10/31/2022 12:09:00 PM,10/31/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210312145--31825-0-13411-2210312350,54.57,0,10/31/2022 9:45:00 PM,10/31/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211012145--31825-0-13411-2211012350,66,0,11/1/2022 9:45:00 PM,11/1/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211010822--31825-1-13411-2211011348,99,1,11/1/2022 8:22:00 AM,11/1/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211010530--31825-1-13411-2211011352,111,1,11/1/2022 5:30:00 AM,11/1/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211011035--31825-1-13411-2211011827,111,1,11/1/2022 10:35:00 AM,11/1/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211011209--31825-0-13411-2211011410,66,0,11/1/2022 12:09:00 PM,11/1/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211011828--32385-1-13411-2211012348,118.6,1,11/1/2022 6:28:00 PM,11/1/2022 11:48:00 PM,440,,Delta,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211011945--31722-0-13411-2211012155,209.61,0,11/1/2022 7:45:00 PM,11/1/2022 9:55:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211010545--31825-0-13411-2211010743,66,0,11/1/2022 5:45:00 AM,11/1/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211010738--32289-0-13411-2211010947,60.98,0,11/1/2022 7:38:00 AM,11/1/2022 9:47:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211011615--31825-0-13411-2211011817,66,0,11/1/2022 4:15:00 PM,11/1/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211021324--31722-0-13411-2211021529,138.6,0,11/2/2022 1:24:00 PM,11/2/2022 3:29:00 PM,245,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211021945--31722-0-13411-2211022155,138.6,0,11/2/2022 7:45:00 PM,11/2/2022 9:55:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211020740--32289-0-13411-2211020949,65,0,11/2/2022 7:40:00 AM,11/2/2022 9:49:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211021615--31825-0-13411-2211021817,66,0,11/2/2022 4:15:00 PM,11/2/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211020720--31722-0-13411-2211020921,138.6,0,11/2/2022 7:20:00 AM,11/2/2022 9:21:00 AM,241,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211021209--31825-0-13411-2211021410,66,0,11/2/2022 12:09:00 PM,11/2/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211020545--31825-0-13411-2211020743,66,0,11/2/2022 5:45:00 AM,11/2/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211021609--31722-0-13411-2211021809,138.6,0,11/2/2022 4:09:00 PM,11/2/2022 6:09:00 PM,240,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211020822--31825-1-13411-2211021348,92.58,1,11/2/2022 8:22:00 AM,11/2/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211022145--31825-0-13411-2211022350,66,0,11/2/2022 9:45:00 PM,11/2/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211030545--31825-0-13411-2211030743,126.59,0,11/3/2022 5:45:00 AM,11/3/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211031615--31825-0-13411-2211031817,156.59,0,11/3/2022 4:15:00 PM,11/3/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211031209--31825-0-13411-2211031410,156.59,0,11/3/2022 12:09:00 PM,11/3/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211031609--31722-0-13411-2211031809,308.6,0,11/3/2022 4:09:00 PM,11/3/2022 6:09:00 PM,240,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211032145--31825-0-13411-2211032350,86.59,0,11/3/2022 9:45:00 PM,11/3/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211030600--32385-1-13411-2211031430,118.6,1,11/3/2022 6:00:00 AM,11/3/2022 2:30:00 PM,630,,Delta,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211030735--32289-0-13411-2211030944,76.98,0,11/3/2022 7:35:00 AM,11/3/2022 9:44:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211031324--31722-0-13411-2211031529,308.6,0,11/3/2022 1:24:00 PM,11/3/2022 3:29:00 PM,245,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211030720--31722-0-13411-2211030921,215.6,0,11/3/2022 7:20:00 AM,11/3/2022 9:21:00 AM,241,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211031945--31722-0-13411-2211032155,308.6,0,11/3/2022 7:45:00 PM,11/3/2022 9:55:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211042145--31825-0-13411-2211042350,66.59,0,11/4/2022 9:45:00 PM,11/4/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211041209--31825-0-13411-2211041410,216.59,0,11/4/2022 12:09:00 PM,11/4/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211040928--31722-0-13411-2211041134,268.6,0,11/4/2022 9:28:00 AM,11/4/2022 11:34:00 AM,246,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211041609--31722-0-13411-2211041806,308.6,0,11/4/2022 4:09:00 PM,11/4/2022 6:06:00 PM,237,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211040545--31825-0-13411-2211040743,126.59,0,11/4/2022 5:45:00 AM,11/4/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211041615--31825-0-13411-2211041817,156.59,0,11/4/2022 4:15:00 PM,11/4/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211040720--31722-0-13411-2211040921,268.6,0,11/4/2022 7:20:00 AM,11/4/2022 9:21:00 AM,241,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211041945--31722-0-13411-2211042155,215.6,0,11/4/2022 7:45:00 PM,11/4/2022 9:55:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211040720--32289-0-13411-2211040929,133,0,11/4/2022 7:20:00 AM,11/4/2022 9:29:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211041324--31722-0-13411-2211041529,308.6,0,11/4/2022 1:24:00 PM,11/4/2022 3:29:00 PM,245,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051750--31722-1-13411-2211052202,97.6,1,11/5/2022 5:50:00 PM,11/5/2022 10:02:00 PM,372,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211050720--31722-0-13411-2211050921,184.6,0,11/5/2022 7:20:00 AM,11/5/2022 9:21:00 AM,241,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211052145--31825-0-13411-2211052350,66,0,11/5/2022 9:45:00 PM,11/5/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051609--31722-0-13411-2211051809,184.6,0,11/5/2022 4:09:00 PM,11/5/2022 6:09:00 PM,240,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051800--31722-1-13411-2211060012,97.6,1,11/5/2022 6:00:00 PM,11/6/2022 12:12:00 AM,492,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051550--31722-1-13411-2211052202,97.6,1,11/5/2022 3:50:00 PM,11/5/2022 10:02:00 PM,492,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051209--31825-0-13411-2211051410,66,0,11/5/2022 12:09:00 PM,11/5/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051615--31825-0-13411-2211051817,66,0,11/5/2022 4:15:00 PM,11/5/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211051945--31722-0-13411-2211052155,138.6,0,11/5/2022 7:45:00 PM,11/5/2022 9:55:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211050545--31825-0-13411-2211050743,93,0,11/5/2022 5:45:00 AM,11/5/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211061945--31722-0-13411-2211062155,188.6,0,11/6/2022 7:45:00 PM,11/6/2022 9:55:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211061615--31825-0-13411-2211061817,133,0,11/6/2022 4:15:00 PM,11/6/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211060822--31825-1-13411-2211061345,144,1,11/6/2022 8:22:00 AM,11/6/2022 1:45:00 PM,443,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211061209--31825-0-13411-2211061410,133,0,11/6/2022 12:09:00 PM,11/6/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211060545--31825-0-13411-2211060743,73,0,11/6/2022 5:45:00 AM,11/6/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211060530--31825-1-13411-2211061352,124,1,11/6/2022 5:30:00 AM,11/6/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211062145--31825-0-13411-2211062350,73,0,11/6/2022 9:45:00 PM,11/6/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2211060720--31722-0-13411-2211060921,268.6,0,11/6/2022 7:20:00 AM,11/6/2022 9:21:00 AM,241,,United,Chicago O'Hare International,Las Vegas Harry Reid International
