Flight Bucket,FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
Direct,10968-2212041120--31825-0-15062-2212041357,$60,0,12/4/2022 11:20:00 AM,12/4/2022 1:57:00 PM,157,Spirit Airlines;,Dallas,Chicago
Direct,10968-2212040714--32695-0-15062-2212040938,$75,0,12/4/2022 7:14:00 AM,12/4/2022 9:38:00 AM,144,Air Canada;,Dallas,Chicago
Best,14074-2212041115--31825-0-15062-2212041345,$65,0,12/4/2022 11:15:00 AM,12/4/2022 1:45:00 PM,210,Spirit Airlines;,Miami,Chicago
Best,14074-2212041455--31825-0-15062-2212041723,$145,0,12/4/2022 2:55:00 PM,12/4/2022 5:23:00 PM,208,Spirit Airlines;,Miami,Chicago
Best,14074-2212040625--32184-0-15062-2212040850,$176,0,12/4/2022 6:25:00 AM,12/4/2022 8:50:00 AM,205,Japan Airlines;,Miami,Chicago
Fastest,14074-2212040700--32407-0-15062-2212040920,$211,0,12/4/2022 7:00:00 AM,12/4/2022 9:20:00 AM,200,Copa;,Miami,Chicago
Fastest,14074-2212040700--32695-0-15062-2212040920,$237,0,12/4/2022 7:00:00 AM,12/4/2022 9:20:00 AM,200,Air Canada;,Miami,Chicago
Fastest,14074-2212040700--31722-0-15062-2212040920,$249,0,12/4/2022 7:00:00 AM,12/4/2022 9:20:00 AM,200,United;,Miami,Chicago
Cheapest,14074-2212041115--31825-0-15062-2212041345,$65,0,12/4/2022 11:15:00 AM,12/4/2022 1:45:00 PM,210,Spirit Airlines;,Miami,Chicago
Cheapest,14074-2212040720--31825-1-15062-2212041811,$105,1,12/4/2022 7:20:00 AM,12/4/2022 6:11:00 PM,711,Spirit Airlines;,Miami,Chicago
Cheapest,14074-2212040700--31825-1-15062-2212041357,$112,1,12/4/2022 7:00:00 AM,12/4/2022 1:57:00 PM,477,Spirit Airlines;,Miami,Chicago
Direct,14074-2212041115--31825-0-15062-2212041345,$65,0,12/4/2022 11:15:00 AM,12/4/2022 1:45:00 PM,210,Spirit Airlines;,Miami,Chicago
Direct,14074-2212041455--31825-0-15062-2212041723,$145,0,12/4/2022 2:55:00 PM,12/4/2022 5:23:00 PM,208,Spirit Airlines;,Miami,Chicago
Direct,14074-2212040625--32184-0-15062-2212040850,$176,0,12/4/2022 6:25:00 AM,12/4/2022 8:50:00 AM,205,Japan Airlines;,Miami,Chicago
Best,12387-2212040630--32695-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,Air Canada;,Washington,Chicago
Best,12387-2212040630--31722-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,United;,Washington,Chicago
Best,12387-2212042225--32695-0-15062-2212042332,$129,0,12/4/2022 10:25:00 PM,12/4/2022 11:32:00 PM,127,Air Canada;,Washington,Chicago
Fastest,12387-2212040630--31722-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,United;,Washington,Chicago
Fastest,12387-2212040630--32407-0-15062-2212040736,$152,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,Copa;,Washington,Chicago
Fastest,12387-2212040630--32695-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,Air Canada;,Washington,Chicago
Cheapest,12387-2212040821--32571-0-15062-2212040933,$129,0,12/4/2022 8:21:00 AM,12/4/2022 9:33:00 AM,132,ANA (All Nippon Airways);,Washington,Chicago
Cheapest,12387-2212040630--32695-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,Air Canada;,Washington,Chicago
Cheapest,12387-2212042225--32695-0-15062-2212042332,$129,0,12/4/2022 10:25:00 PM,12/4/2022 11:32:00 PM,127,Air Canada;,Washington,Chicago
Direct,12387-2212040630--32695-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,Air Canada;,Washington,Chicago
Direct,12387-2212040630--31722-0-15062-2212040736,$129,0,12/4/2022 6:30:00 AM,12/4/2022 7:36:00 AM,126,United;,Washington,Chicago
Direct,12387-2212042225--32695-0-15062-2212042332,$129,0,12/4/2022 10:25:00 PM,12/4/2022 11:32:00 PM,127,Air Canada;,Washington,Chicago
Best,14355-2212042126--31825-0-15062-2212050005,$57,0,12/4/2022 9:26:00 PM,12/5/2022 12:05:00 AM,159,Spirit Airlines;,New Orleans,Chicago
Best,14355-2212040700--32695-0-15062-2212040934,$165,0,12/4/2022 7:00:00 AM,12/4/2022 9:34:00 AM,154,Air Canada;,New Orleans,Chicago
Best,14355-2212040700--31722-0-15062-2212040934,$173,0,12/4/2022 7:00:00 AM,12/4/2022 9:34:00 AM,154,United;,New Orleans,Chicago
Fastest,14355-2212040700--31722-0-15062-2212040934,$173,0,12/4/2022 7:00:00 AM,12/4/2022 9:34:00 AM,154,United;,New Orleans,Chicago
Fastest,14355-2212040700--32695-0-15062-2212040934,$165,0,12/4/2022 7:00:00 AM,12/4/2022 9:34:00 AM,154,Air Canada;,New Orleans,Chicago
Fastest,14355-2212041315--32573-0-15062-2212041550,$296,0,12/4/2022 1:15:00 PM,12/4/2022 3:50:00 PM,155,American Airlines;,New Orleans,Chicago
Cheapest,14355-2212042126--31825-0-15062-2212050005,$57,0,12/4/2022 9:26:00 PM,12/5/2022 12:05:00 AM,159,Spirit Airlines;,New Orleans,Chicago
Cheapest,14355-2212042100--31825-1-15062-2212050750,$74,1,12/4/2022 9:00:00 PM,12/5/2022 7:50:00 AM,650,Spirit Airlines;,New Orleans,Chicago
Cheapest,14355-2212041005--31825-1-15062-2212041436,$101,1,12/4/2022 10:05:00 AM,12/4/2022 2:36:00 PM,271,Spirit Airlines;,New Orleans,Chicago
Direct,14355-2212042126--31825-0-15062-2212050005,$57,0,12/4/2022 9:26:00 PM,12/5/2022 12:05:00 AM,159,Spirit Airlines;,New Orleans,Chicago
Direct,14355-2212040700--32695-0-15062-2212040934,$165,0,12/4/2022 7:00:00 AM,12/4/2022 9:34:00 AM,154,Air Canada;,New Orleans,Chicago
Direct,14355-2212040700--31722-0-15062-2212040934,$173,0,12/4/2022 7:00:00 AM,12/4/2022 9:34:00 AM,154,United;,New Orleans,Chicago
Best,10081-2212040745--32571-0-15062-2212040941,$75,0,12/4/2022 7:45:00 AM,12/4/2022 9:41:00 AM,176,ANA (All Nippon Airways);,Boston,Chicago
Best,10081-2212041600--32171-0-15062-2212041801,$97,0,12/4/2022 4:00:00 PM,12/4/2022 6:01:00 PM,181,jetBlue;,Boston,Chicago
Best,10081-2212040645--32184-0-15062-2212040847,$104,0,12/4/2022 6:45:00 AM,12/4/2022 8:47:00 AM,182,Japan Airlines;,Boston,Chicago
Fastest,10081-2212040745--32571-0-15062-2212040941,$75,0,12/4/2022 7:45:00 AM,12/4/2022 9:41:00 AM,176,ANA (All Nippon Airways);,Boston,Chicago
Fastest,10081-2212041600--32171-0-15062-2212041801,$97,0,12/4/2022 4:00:00 PM,12/4/2022 6:01:00 PM,181,jetBlue;,Boston,Chicago
Fastest,10081-2212041300--32385-0-15062-2212041502,$104,0,12/4/2022 1:00:00 PM,12/4/2022 3:02:00 PM,182,Delta;,Boston,Chicago
Cheapest,10081-2212040745--32571-0-15062-2212040941,$75,0,12/4/2022 7:45:00 AM,12/4/2022 9:41:00 AM,176,ANA (All Nippon Airways);,Boston,Chicago
Cheapest,10081-2212041600--32171-0-15062-2212041801,$97,0,12/4/2022 4:00:00 PM,12/4/2022 6:01:00 PM,181,jetBlue;,Boston,Chicago
Cheapest,10081-2212040900--32171-0-15062-2212041103,$104,0,12/4/2022 9:00:00 AM,12/4/2022 11:03:00 AM,183,jetBlue;,Boston,Chicago
Direct,10081-2212040745--32571-0-15062-2212040941,$75,0,12/4/2022 7:45:00 AM,12/4/2022 9:41:00 AM,176,ANA (All Nippon Airways);,Boston,Chicago
Direct,10081-2212041600--32171-0-15062-2212041801,$97,0,12/4/2022 4:00:00 PM,12/4/2022 6:01:00 PM,181,jetBlue;,Boston,Chicago
Direct,10081-2212040645--32184-0-15062-2212040847,$104,0,12/4/2022 6:45:00 AM,12/4/2022 8:47:00 AM,182,Japan Airlines;,Boston,Chicago
Best,15333-2212040617--32695-0-15062-2212040738,$75,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,Air Canada;,Philadelphia,Chicago
Best,15333-2212040617--31722-0-15062-2212040738,$109,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,United;,Philadelphia,Chicago
Best,15333-2212040600--32573-0-15062-2212040725,$146,0,12/4/2022 6:00:00 AM,12/4/2022 7:25:00 AM,145,American Airlines;,Philadelphia,Chicago
Fastest,15333-2212040617--31722-0-15062-2212040738,$109,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,United;,Philadelphia,Chicago
Fastest,15333-2212040617--32695-0-15062-2212040738,$75,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,Air Canada;,Philadelphia,Chicago
Fastest,15333-2212040600--32573-0-15062-2212040725,$146,0,12/4/2022 6:00:00 AM,12/4/2022 7:25:00 AM,145,American Airlines;,Philadelphia,Chicago
Cheapest,15333-2212040617--32695-0-15062-2212040738,$75,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,Air Canada;,Philadelphia,Chicago
Cheapest,15333-2212040617--31722-0-15062-2212040738,$109,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,United;,Philadelphia,Chicago
Cheapest,15333-2212040723--32573-0-15062-2212040851,$146,0,12/4/2022 7:23:00 AM,12/4/2022 8:51:00 AM,148,American Airlines;,Philadelphia,Chicago
Direct,15333-2212040617--32695-0-15062-2212040738,$75,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,Air Canada;,Philadelphia,Chicago
Direct,15333-2212040617--31722-0-15062-2212040738,$109,0,12/4/2022 6:17:00 AM,12/4/2022 7:38:00 AM,141,United;,Philadelphia,Chicago
Direct,15333-2212040600--32573-0-15062-2212040725,$146,0,12/4/2022 6:00:00 AM,12/4/2022 7:25:00 AM,145,American Airlines;,Philadelphia,Chicago
Best,12712-2212042155--32171-0-15062-2212042327,$97,0,12/4/2022 9:55:00 PM,12/4/2022 11:27:00 PM,152,jetBlue;,New York,Chicago
Best,12712-2212040630--32171-0-15062-2212040811,$97,0,12/4/2022 6:30:00 AM,12/4/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Best,12712-2212041312--32171-0-15062-2212041457,$97,0,12/4/2022 1:12:00 PM,12/4/2022 2:57:00 PM,165,jetBlue;,New York,Chicago
Fastest,12712-2212042155--32171-0-15062-2212042327,$97,0,12/4/2022 9:55:00 PM,12/4/2022 11:27:00 PM,152,jetBlue;,New York,Chicago
Fastest,12712-2212042155--32573-0-15062-2212042327,$122,0,12/4/2022 9:55:00 PM,12/4/2022 11:27:00 PM,152,American Airlines;,New York,Chicago
Fastest,12712-2212040630--32573-0-15062-2212040811,$122,0,12/4/2022 6:30:00 AM,12/4/2022 8:11:00 AM,161,American Airlines;,New York,Chicago
Cheapest,12712-2212042155--32171-0-15062-2212042327,$97,0,12/4/2022 9:55:00 PM,12/4/2022 11:27:00 PM,152,jetBlue;,New York,Chicago
Cheapest,12712-2212040630--32171-0-15062-2212040811,$97,0,12/4/2022 6:30:00 AM,12/4/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Cheapest,12712-2212041312--32171-0-15062-2212041457,$97,0,12/4/2022 1:12:00 PM,12/4/2022 2:57:00 PM,165,jetBlue;,New York,Chicago
Direct,12712-2212042155--32171-0-15062-2212042327,$97,0,12/4/2022 9:55:00 PM,12/4/2022 11:27:00 PM,152,jetBlue;,New York,Chicago
Direct,12712-2212040630--32171-0-15062-2212040811,$97,0,12/4/2022 6:30:00 AM,12/4/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Direct,12712-2212041312--32171-0-15062-2212041457,$97,0,12/4/2022 1:12:00 PM,12/4/2022 2:57:00 PM,165,jetBlue;,New York,Chicago
Best,10959-2212040600--32695-0-15062-2212040928,$75,0,12/4/2022 6:00:00 AM,12/4/2022 9:28:00 AM,148,Air Canada;,Denver,Chicago
Best,10959-2212040600--31722-0-15062-2212040928,$79,0,12/4/2022 6:00:00 AM,12/4/2022 9:28:00 AM,148,United;,Denver,Chicago
Best,10959-2212042044--32695-0-15062-2212050008,$110,0,12/4/2022 8:44:00 PM,12/5/2022 12:08:00 AM,144,Air Canada;,Denver,Chicago
Fastest,10959-2212041754--32090-0-15062-2212042112,$160,0,12/4/2022 5:54:00 PM,12/4/2022 9:12:00 PM,138,Lufthansa;,Denver,Chicago
Fastest,10959-2212041754--31722-0-15062-2212042112,$173,0,12/4/2022 5:54:00 PM,12/4/2022 9:12:00 PM,138,United;,Denver,Chicago
Fastest,10959-2212041552--31722-0-15062-2212041915,$159,0,12/4/2022 3:52:00 PM,12/4/2022 7:15:00 PM,143,United;,Denver,Chicago
Cheapest,10959-2212040600--32695-0-15062-2212040928,$75,0,12/4/2022 6:00:00 AM,12/4/2022 9:28:00 AM,148,Air Canada;,Denver,Chicago
Cheapest,10959-2212040600--31722-0-15062-2212040928,$79,0,12/4/2022 6:00:00 AM,12/4/2022 9:28:00 AM,148,United;,Denver,Chicago
Cheapest,10959-2212042044--32695-0-15062-2212050008,$110,0,12/4/2022 8:44:00 PM,12/5/2022 12:08:00 AM,144,Air Canada;,Denver,Chicago
Direct,10959-2212040600--32695-0-15062-2212040928,$75,0,12/4/2022 6:00:00 AM,12/4/2022 9:28:00 AM,148,Air Canada;,Denver,Chicago
Direct,10959-2212040600--31722-0-15062-2212040928,$79,0,12/4/2022 6:00:00 AM,12/4/2022 9:28:00 AM,148,United;,Denver,Chicago
Direct,10959-2212042044--32695-0-15062-2212050008,$110,0,12/4/2022 8:44:00 PM,12/5/2022 12:08:00 AM,144,Air Canada;,Denver,Chicago
Best,16177-2212042359--32593-0-15062-2212050559,$89,0,12/4/2022 11:59:00 PM,12/5/2022 5:59:00 AM,240,Alaska Airlines;,Seattle,Chicago
Best,16177-2212040600--32593-0-15062-2212041204,$89,0,12/4/2022 6:00:00 AM,12/4/2022 12:04:00 PM,244,Alaska Airlines;,Seattle,Chicago
Best,16177-2212041806--32385-0-15062-2212042358,$109,0,12/4/2022 6:06:00 PM,12/4/2022 11:58:00 PM,232,Delta;,Seattle,Chicago
Fastest,16177-2212042359--31722-0-15062-2212050550,$169,0,12/4/2022 11:59:00 PM,12/5/2022 5:50:00 AM,231,United;,Seattle,Chicago
Fastest,16177-2212041408--31901-0-15062-2212042000,$207,0,12/4/2022 2:08:00 PM,12/4/2022 8:00:00 PM,232,Scandinavian Airlines;,Seattle,Chicago
Fastest,16177-2212041408--32090-0-15062-2212042000,$198,0,12/4/2022 2:08:00 PM,12/4/2022 8:00:00 PM,232,Lufthansa;,Seattle,Chicago
Cheapest,16177-2212042359--32593-0-15062-2212050559,$89,0,12/4/2022 11:59:00 PM,12/5/2022 5:59:00 AM,240,Alaska Airlines;,Seattle,Chicago
Cheapest,16177-2212040600--32593-0-15062-2212041204,$89,0,12/4/2022 6:00:00 AM,12/4/2022 12:04:00 PM,244,Alaska Airlines;,Seattle,Chicago
Cheapest,16177-2212041800--32593-0-15062-2212042359,$107,0,12/4/2022 6:00:00 PM,12/4/2022 11:59:00 PM,239,Alaska Airlines;,Seattle,Chicago
Direct,16177-2212042359--32593-0-15062-2212050559,$89,0,12/4/2022 11:59:00 PM,12/5/2022 5:59:00 AM,240,Alaska Airlines;,Seattle,Chicago
Direct,16177-2212040600--32593-0-15062-2212041204,$89,0,12/4/2022 6:00:00 AM,12/4/2022 12:04:00 PM,244,Alaska Airlines;,Seattle,Chicago
Direct,16177-2212041806--32385-0-15062-2212042358,$109,0,12/4/2022 6:06:00 PM,12/4/2022 11:58:00 PM,232,Delta;,Seattle,Chicago
Best,13411-2212042356--31825-0-15062-2212050530,$70,0,12/4/2022 11:56:00 PM,12/5/2022 5:30:00 AM,214,Spirit Airlines;,Las Vegas,Chicago
Best,13411-2212041845--31825-0-15062-2212050028,$141,0,12/4/2022 6:45:00 PM,12/5/2022 12:28:00 AM,223,Spirit Airlines;,Las Vegas,Chicago
Best,13411-2212040550--31825-1-15062-2212041451,$105,1,12/4/2022 5:50:00 AM,12/4/2022 2:51:00 PM,421,Spirit Airlines;,Las Vegas,Chicago
Fastest,13411-2212042345--31722-0-15062-2212050508,$269,0,12/4/2022 11:45:00 PM,12/5/2022 5:08:00 AM,203,United;,Las Vegas,Chicago
Fastest,13411-2212042345--32695-0-15062-2212050508,$257,0,12/4/2022 11:45:00 PM,12/5/2022 5:08:00 AM,203,Air Canada;,Las Vegas,Chicago
Fastest,13411-2212041916--31722-0-15062-2212050045,$343,0,12/4/2022 7:16:00 PM,12/5/2022 12:45:00 AM,209,United;,Las Vegas,Chicago
Cheapest,13411-2212042356--31825-0-15062-2212050530,$70,0,12/4/2022 11:56:00 PM,12/5/2022 5:30:00 AM,214,Spirit Airlines;,Las Vegas,Chicago
Cheapest,13411-2212041940--31825-1-15062-2212051451,$96,1,12/4/2022 7:40:00 PM,12/5/2022 2:51:00 PM,1031,Spirit Airlines;,Las Vegas,Chicago
Cheapest,13411-2212040550--31825-1-15062-2212041451,$105,1,12/4/2022 5:50:00 AM,12/4/2022 2:51:00 PM,421,Spirit Airlines;,Las Vegas,Chicago
Direct,13411-2212042356--31825-0-15062-2212050530,$70,0,12/4/2022 11:56:00 PM,12/5/2022 5:30:00 AM,214,Spirit Airlines;,Las Vegas,Chicago
Direct,13411-2212041845--31825-0-15062-2212050028,$141,0,12/4/2022 6:45:00 PM,12/5/2022 12:28:00 AM,223,Spirit Airlines;,Las Vegas,Chicago
Direct,13411-2212041640--31829-0-15062-2212042220,$229,0,12/4/2022 4:40:00 PM,12/4/2022 10:20:00 PM,220,Southwest Airlines;,Las Vegas,Chicago
Best,13416-2212042315--31825-0-15062-2212050520,$77,0,12/4/2022 11:15:00 PM,12/5/2022 5:20:00 AM,245,Spirit Airlines;,Los Angeles,Chicago
Best,13416-2212040840--31825-0-15062-2212041451,$77,0,12/4/2022 8:40:00 AM,12/4/2022 2:51:00 PM,251,Spirit Airlines;,Los Angeles,Chicago
Best,13416-2212042145--31825-1-15062-2212050530,$81,1,12/4/2022 9:45:00 PM,12/5/2022 5:30:00 AM,345,Spirit Airlines;,Los Angeles,Chicago
Fastest,13416-2212042358--32646-0-15062-2212050558,$139,0,12/4/2022 11:58:00 PM,12/5/2022 5:58:00 AM,240,Air New Zealand;,Los Angeles,Chicago
Fastest,13416-2212042358--31722-0-15062-2212050558,$139,0,12/4/2022 11:58:00 PM,12/5/2022 5:58:00 AM,240,United;,Los Angeles,Chicago
Fastest,13416-2212042358--32695-0-15062-2212050558,$132,0,12/4/2022 11:58:00 PM,12/5/2022 5:58:00 AM,240,Air Canada;,Los Angeles,Chicago
Cheapest,13416-2212042315--31825-0-15062-2212050520,$77,0,12/4/2022 11:15:00 PM,12/5/2022 5:20:00 AM,245,Spirit Airlines;,Los Angeles,Chicago
Cheapest,13416-2212040840--31825-0-15062-2212041451,$77,0,12/4/2022 8:40:00 AM,12/4/2022 2:51:00 PM,251,Spirit Airlines;,Los Angeles,Chicago
Cheapest,13416-2212042145--31825-1-15062-2212050530,$81,1,12/4/2022 9:45:00 PM,12/5/2022 5:30:00 AM,345,Spirit Airlines;,Los Angeles,Chicago
Direct,13416-2212042315--31825-0-15062-2212050520,$77,0,12/4/2022 11:15:00 PM,12/5/2022 5:20:00 AM,245,Spirit Airlines;,Los Angeles,Chicago
Direct,13416-2212040840--31825-0-15062-2212041451,$77,0,12/4/2022 8:40:00 AM,12/4/2022 2:51:00 PM,251,Spirit Airlines;,Los Angeles,Chicago
Direct,13416-2212042358--32695-0-15062-2212050558,$132,0,12/4/2022 11:58:00 PM,12/5/2022 5:58:00 AM,240,Air Canada;,Los Angeles,Chicago
